faqs_0,faqs_1,faqs_2,faqs_3,faqs_4,faqs_5,faqs_6,faqs_7,faqs_8,faqs_9,faqs_10,faqs_11,faqs_12,faqs_13,faqs_14
,,,,,,,,,,,,,,
"{'0': 'Q. What does Diafer Forte Tablet ER do exactly?', '1': 'People with type 2 diabetes are not able to make enough insulin or respond normally to the insulin made by their bodies. When this happens, the concentration of sugar/glucose increases in the blood. Diafer Forte Tablet ER acts in several ways to reduce the increased levels of sugar in the blood. Diafer Forte Tablet ER decreases glucose production from the liver and decreases absorption of glucose from the intestine after taking food while improving the sensitivity of the body organs and muscles towards insulin. This helps improve the uptake of glucose from the blood. It also helps your body to respond better to the insulin it makes naturally.'}","{'0': 'Q. Does Diafer Forte Tablet ER cause weight loss?', '1': 'Yes, Diafer Forte Tablet ER has been shown to cause weight loss in people who are overweight or obese. It may also cause a modest loss in weight in those overweight and obese individuals who are at risk for diabetes. Besides, patients who are sensitive or resistant to insulin may also show weight loss. But, do not start taking this medicine for weight loss on your own. Consult your doctor for the same.'}","{'0': 'Q. What are the benefits of taking Diafer Forte Tablet ER?', '1': 'Diafer Forte Tablet ER is one of the first medicines that is given to patients with high blood sugar levels. It helps control blood sugar levels. It promotes the body’s response to the insulin made by the pancreas, decreases the amount of sugar made by the liver, and decreases the amount of sugar absorbed by the intestines. Unlike other oral antidiabetic medicines, Diafer Forte Tablet ER when taken alone rarely causes low blood sugar as it prevents the pancreas from secreting more insulin. In addition to being a great medicine to lower blood sugar levels, it also helps in controlling weight gain.'}","{'0': 'Q. Can Diafer Forte Tablet ER make you sleepy?', '1': 'Diafer Forte Tablet ER usually does not cause sleepiness and is well tolerated. However, the use of Diafer Forte Tablet ER may rarely cause sleep disorders and insomnia. Sleepiness may be due to a very serious side effect called lactic acidosis, which particularly occurs if your kidneys are not working properly. Contact your doctor if you feel sleepy or tired while taking Diafer Forte Tablet ER. '}","{'0': 'Q. How to take Diafer Forte Tablet ER?', '1': ' Take Diafer Forte Tablet ER with or after a meal. Do not crush or chew the tablet and swallow it with a glass of water. If your doctor has prescribed one tablet a day, prefer taking it in the morning with breakfast. If you have been prescribed two tablets a day, then take one in the morning and the other in the evening with dinner. In the case of three doses a day, apart from morning and evening, you can take it with lunch. Taking Diafer Forte Tablet ER with meals will reduce its digestive problems like indigestion, nausea, vomiting, diarrhea, stomach ache, and loss of appetite.'}",,,,,,,,,,
"{'0': 'Q. What is Doxipreg 10mg/10mg Tablet?', '1': 'Doxipreg 10mg/10mg Tablet is a combination of two medicines: Doxylamine and Vitamin B6. This medicine is used to treat nausea and vomiting in pregnant women whose symptoms have not improved after changing their diet or using other non-medicine treatments. Doxylamine works by blocking the action of certain natural substances in the body that may cause nausea and vomiting. Vitamin B6 (pyridoxine) is given as the deficiency of Vitamin B6 in the body could also be a factor in causing nausea and vomiting during pregnancy.'}","{'0': 'Q. Can the use of Doxipreg 10mg/10mg Tablet cause drowsiness or sleepiness?', '1': 'Yes, one of the common side effect of Doxipreg 10mg/10mg Tablet is drowsiness. Do not drive, operate heavy machinery or engage in other activities that need your full attention. Do not drink alcohol or take any medicines that may depress the central nervous system like cough and cold medicines, certain pain medicines, and medicines that help you sleep, while you are taking Doxipreg 10mg/10mg Tablet. Severe drowsiness can happen or become worse and may cause falls or accidents.'}","{'0': 'Q. Are there any specific contraindications associated with the use of Doxipreg 10mg/10mg Tablet?', '1': 'The use of Doxipreg 10mg/10mg Tablet is considered to be harmful for patients with known allergy to any of the components or excipients of this medicine. Tell your doctor about all of your medical conditions before taking Doxipreg 10mg/10mg Tablet.'}","{'0': 'Q.  Can I breastfeed while taking Doxipreg 10mg/10mg Tablet?', '1': 'No, it is not advisable to breastfeed while using Doxipreg 10mg/10mg Tablet. This medicine can pass into the breast milk and may harm the baby. Inform your doctor that you are breastfeeding if you are advised to take this medicine.'}","{'0': 'Q. Can I take a higher than the recommended dose of this medicine?', '1': 'No, taking a higher than the recommended dose of Doxipreg 10mg/10mg Tablet can cause increased side effects. If you are experiencing increased severity of nausea or vomiting which is not relieved by the recommended doses, please consult your doctor for re-evaluation.'}","{'0': 'Q. What is the storage condition for the Doxipreg 10mg/10mg Tablet?', '1': 'Keep this medicine in the container or the pack it came in, tightly closed. Store it according to the instructions mentioned on the pack or label. Dispose of the unused medicine. Make sure it is not consumed by pets, children and other people.'}",,,,,,,,,
"{'0': 'Q. Is it safe to use Domicid 10 mg/20 mg Capsule?', '1': 'Yes, Domicid 10 mg/20 mg Capsule is safe for most of the patients. However, in some patients it may cause common side effects like diarrhea, stomach pain, flatulence, dryness in the mouth, dizziness, headache and other uncommon and rare side effects. Inform your doctor if you experience any persistent problem while taking this medicine.'}","{'0': 'Q. What are the contraindications of Domicid 10 mg/20 mg Capsule?', '1': 'The use of Domicid 10 mg/20 mg Capsule is considered to be harmful in patients with a known hypersensitivity to omeprazole or domperidone or any other inactive ingredients present in the medicine. Cautious use is advised in patients with underlying kidney or liver disease.'}","{'0': 'Q. What is the best time to take Domicid 10 mg/20 mg Capsule?', '1': 'It is best to take the medicine daily before breakfast or on an empty stomach.'}","{'0': 'Q. Can the use of Domicid 10 mg/20 mg Capsule cause abnormal heartbeat?', '1': 'Yes, the use of Domicid 10 mg/20 mg Capsule can cause an increased risk of irregular heartbeat (serious arrhythmias). These are serious side effects but the chances that it may happen is very low. The risk may be slightly higher in those who are more than 60 years of age.'}","{'0': 'Q. Does the use of Domicid 10 mg/20 mg Capsule lead to dry mouth?', '1': 'Yes, the use of Domicid 10 mg/20 mg Capsule can cause dry mouth. Dryness of mouth occurs due to Domperidone, which is present in this combination. If you experience dry mouth, drink plenty of water. Take regular sips of water during the day and keep some water on your bedside at night. Cut down the intake of alcohol and avoid smoking. If you have dry mouth, try to use alcohol-free mouthwash as its use increases the risk of tooth decay.'}","{'0': 'Q. What is the recommended storage condition for Domicid 10 mg/20 mg Capsule?', '1': 'Keep this medicine in the container or pack it came in, tightly closed. Store it according to the instructions mentioned on the pack or label. Dispose of the unused medicine. Make sure it is not consumed by pets, children and other people.'}",,,,,,,,,
,,,,,,,,,,,,,,
"{'0': 'Q. How long does it take for Delicita Tablet to work?', '1': 'Usually, it will take about 2-4 weeks before you start feeling better, however, full benefits may take a little longer. Therefore, do not stop taking Delicita Tablet without consulting your doctor. Talk to your doctor if taking the medicine does not make you feel better or you feel worse even after taking the medicine.'}","{'0': 'Q. What are the most common side effects of Delicita Tablet?', '1': 'The most common side effects of Delicita Tablet are headache and nausea. Other common side effects include blocked or runny nose, decreased or increased appetite, anxiety, restlessness, and abnormal dreams. You may also experience sleepiness or difficulty falling asleep, dizziness, yawning, tremors, diarrhea, or constipation. Other side effects of Delicita Tablet may be vomiting, dry mouth, increased sweating, fatigue, fever, increase in weight, and pain in muscles and joints. Using this medicine may even cause delayed ejaculation, problems with erection, decreased sexual drive and women may experience difficulty in achieving orgasm.'}","{'0': 'Q. What is Delicita Tablet used for?', '1': 'Delicita Tablet is used to treat depression and anxiety disorders such as social phobia, anxiety disorder, panic attacks, and obsessive-compulsive disorder.'}","{'0': 'Q. Is Delicita Tablet dangerous?', '1': 'The use of Delicita Tablet in children, adolescents, and young adults may increase their risk of experiencing suicidal tendencies. You should always discuss the risks and benefits of taking Delicita Tablet with your doctor before taking it. Remember that children younger than 12 years of age should not be given Delicita Tablet.'}","{'0': 'Q. Is Delicita Tablet better taken at night or in the morning?', '1': 'It is usually recommended to take Delicita Tablet once a day in the morning since it can keep you awake if taken late at night. You can take it with or without food. You should prefer to take it at the same time each day so that you remember to take it.'}","{'0': 'Q. Can I stop taking Delicita Tablet on my own?', '1': 'Delicita Tablet should not be stopped abruptly as it may cause withdrawal symptoms. Though the withdrawal symptoms are usually mild and disappear within 2 weeks, it is not recommended to stop it without consulting your doctor. You should rather consult your doctor who will reduce the dose gradually.'}","{'0': 'Q. What are the withdrawal symptoms one may experience?', '1': 'The withdrawal symptoms include dizziness, sleep disturbances like vivid dreams, nightmares and inability to sleep, anxiety, and headaches. You may also get burning sensations and electric shock sensations. Withdrawal symptoms may also include nausea, sweating including night sweats, restlessness or agitation, tremors, confusion, irritability, diarrhea, visual disturbances, and palpitations.'}","{'0': 'Q. What if I accidentally take more than the recommended dose of Delicita Tablet?', '1': 'If you accidentally take more than the recommended dose of Delicita Tablet, seek immediate medical attention in a nearby hospital or call your doctor immediately. The symptoms of overdose dizziness, tremor, agitation, convulsion, coma, nausea, and vomiting. You may also experience changes in heart rhythm, decreased blood pressure, and change in body fluid/salt balance.'}","{'0': 'Q. Is Delicita Tablet better taken at night or in the morning?', '1': 'It is usually recommended to take Delicita Tablet once a day in the morning since it can keep you awake if taken late at night. You can take it with or without food. You should prefer taking it at the same time each day so that you remember to take it.'}",,,,,,
,,,,,,,,,,,,,,
"{'0': 'Q. How does Drasol 40mg Injection work?', '1': ""Drasol 40mg Injection works by reducing the inflammation which helps in treating many illnesses caused due to active inflammation. In addition to that, it stops the autoimmune reactions which occur when your body's immune system attacks the body itself and causes damage.""}","{'0': 'Q. Is Drasol 40mg Injection a steroid?', '1': 'Yes, Drasol 40mg Injection is a steroid medicine also known as corticosteroids which occur naturally in the body. These corticosteroids help to maintain health and wellbeing. Drasol 40mg Injection increases the levels of corticosteroids in the body by treating various illnesses involving inflammation (redness, tenderness, heat and swelling). '}","{'0': 'Q. What is Drasol 40mg Injection used for?', '1': 'Drasol 40mg Injection has anti-inflammatory and immunosuppressant properties. It is used to treat conditions like allergic conditions, anaphylaxis, asthma, rheumatoid arthritis and inflammatory skin diseases. It is also helpful in treating autoimmune diseases (these diseases happen when your body’s immune system attacks the body itself and causes damage) and certain eye disorders. '}","{'0': 'Q. How is Drasol 40mg Injection administered?', '1': 'Drasol 40mg Injection should be administered by a doctor or under the supervision of a healthcare professional and should not be self-administered. Usually, it is given into a muscle (intramuscular), joint (intra-articular), directly into a vein (direct intravenous), infusion or into the area being treated (soft tissue infiltration). The doctor will decide the dose based on the condition you are being treated for and also your body weight. Follow your doctor’s instructions carefully to get maximum benefit from Drasol 40mg Injection.'}","{'0': 'Q. Is Drasol 40mg Injection better than Prednisone?', '1': 'Clinical studies have shown that Drasol 40mg Injection is more strong and efficient than Prednisone. It stays in our body for a longer duration and is better tolerated when used in the treatment of inflammatory conditions. However, consult your doctor for the right treatment of your condition.'}","{'0': 'Q. Does Drasol 40mg Injection cause weight gain?', '1': 'Drasol 40mg Injection can cause weight gain especially when high doses taken for a long time or repeated short courses are taken. Please consult your doctor if you experience weight gain after taking Drasol 40mg Injection.'}",,,,,,,,,
,,,,,,,,,,,,,,
"{'0': 'Q. What does Dior 500mg Tablet do exactly?', '1': 'People with type 2 diabetes are not able to make enough insulin or respond normally to the insulin made by their bodies. When this happens, the concentration of sugar/glucose increases in the blood. Dior 500mg Tablet acts in several ways to reduce the increased levels of sugar in the blood. Dior 500mg Tablet decreases glucose production from the liver and decreases absorption of glucose from the intestine after taking food while improving the sensitivity of the body organs and muscles towards insulin. This helps improve the uptake of glucose from the blood. It also helps your body to respond better to the insulin it makes naturally.'}","{'0': 'Q. Does Dior 500mg Tablet cause weight loss?', '1': 'Yes, Dior 500mg Tablet has been shown to cause weight loss in people who are overweight or obese. It may also cause a modest loss in weight in those overweight and obese individuals who are at risk for diabetes. Besides, patients who are sensitive or resistant to insulin may also show weight loss. But, do not start taking this medicine for weight loss on your own. Consult your doctor for the same.'}","{'0': 'Q. What are the benefits of taking Dior 500mg Tablet?', '1': 'Dior 500mg Tablet is one of the first medicines that is given to patients with high blood sugar levels. It helps control blood sugar levels. It promotes the body’s response to the insulin made by the pancreas, decreases the amount of sugar made by the liver, and decreases the amount of sugar absorbed by the intestines. Unlike other oral antidiabetic medicines, Dior 500mg Tablet when taken alone rarely causes low blood sugar as it prevents the pancreas from secreting more insulin. In addition to being a great medicine to lower blood sugar levels, it also helps in controlling weight gain.'}","{'0': 'Q. Can Dior 500mg Tablet make you sleepy?', '1': 'Dior 500mg Tablet usually does not cause sleepiness and is well tolerated. However, the use of Dior 500mg Tablet may rarely cause sleep disorders and insomnia. Sleepiness may be due to a very serious side effect called lactic acidosis, which particularly occurs if your kidneys are not working properly. Contact your doctor if you feel sleepy or tired while taking Dior 500mg Tablet. '}","{'0': 'Q. How to take Dior 500mg Tablet?', '1': ' Take Dior 500mg Tablet with or after a meal. Do not crush or chew the tablet and swallow it with a glass of water. If your doctor has prescribed one tablet a day, prefer taking it in the morning with breakfast. If you have been prescribed two tablets a day, then take one in the morning and the other in the evening with dinner. In the case of three doses a day, apart from morning and evening, you can take it with lunch. Taking Dior 500mg Tablet with meals will reduce its digestive problems like indigestion, nausea, vomiting, diarrhea, stomach ache, and loss of appetite.'}",,,,,,,,,,
,,,,,,,,,,,,,,
"{'0': 'Q. Is Diflam Dental Gel over the counter?', '1': 'No, Diflam Dental Gel is not available over-the-counter. It is sold only upon a prescription by a registered medical practitioner'}","{'0': 'Q. Does benzydamine contain alcohol/penicillin?', '1': 'Yes, benzydamine contains 96% ethanol'}","{'0': 'Q. Does listerine contain Diflam Dental Gel?', '1': 'No, it does not contain Diflam Dental Gel.'}",,,,,,,,,,,,
"{'0': 'Q. What are the instructions for the storage and disposal of DavaIndia Aspirin+Rosuvastatin+Clopidogrel 150mg/10mg/75mg Capsule?', '1': 'Keep this medicine in the packet or the container it came in, tightly closed. Store it according to the instructions mentioned on the pack or label. Dispose of the unused medicine. Make sure it is not consumed by pets, children and other people.'}","{'0': 'Q. Will I need to stop DavaIndia Aspirin+Rosuvastatin+Clopidogrel 150mg/10mg/75mg Capsule before surgery or dental procedure?', '1': 'DavaIndia Aspirin+Rosuvastatin+Clopidogrel 150mg/10mg/75mg Capsule may increase the risk of bleeding during a surgery or dental procedure. Therefore, you may be asked by your doctor to stop taking DavaIndia Aspirin+Rosuvastatin+Clopidogrel 150mg/10mg/75mg Capsule. However, do not stop taking DavaIndia Aspirin+Rosuvastatin+Clopidogrel 150mg/10mg/75mg Capsule on your own.'}","{'0': 'Q. What are the lifestyle changes to adapt while taking DavaIndia Aspirin+Rosuvastatin+Clopidogrel 150mg/10mg/75mg Capsule?', '1': 'Making lifestyle changes can boost your health while taking DavaIndia Aspirin+Rosuvastatin+Clopidogrel 150mg/10mg/75mg Capsule. Stop smoking, as smoking increases your risk of having a heart attack and stroke. If you are overweight or obese, try to lose weight. You should maintain a healthy diet by including fruits and vegetables in your meals. Regular exercise can make your heart strong and decrease your risk of heart attack.'}","{'0': 'Q. Which painkiller is safe while taking DavaIndia Aspirin+Rosuvastatin+Clopidogrel 150mg/10mg/75mg Capsule?', '1': 'Paracetamol is safe to use while taking DavaIndia Aspirin+Rosuvastatin+Clopidogrel 150mg/10mg/75mg Capsule for relieving pain. Avoid the use of other painkillers while taking DavaIndia Aspirin+Rosuvastatin+Clopidogrel 150mg/10mg/75mg Capsule, as they may increase the risk of bleeding.'}","{'0': 'Q. Can the use of DavaIndia Aspirin+Rosuvastatin+Clopidogrel 150mg/10mg/75mg Capsule increase the risk of bleeding?', '1': 'Yes, DavaIndia Aspirin+Rosuvastatin+Clopidogrel 150mg/10mg/75mg Capsule increases the risk of bleeding. Always be careful while doing activities that may cause an injury or bleeding. Tell your doctor immediately if you notice any abnormal bruising or bleeding.'}",,,,,,,,,,
"{'0': 'Q. What are the instructions for storage and disposal of Doxic 10mg/10mg/2.5mg Tablet?', '1': 'Keep this medicine in the container or the pack it came in, tightly closed. Store it at as mentioned on the pack or label. Dispose of the unused medicine. Make sure it is not consumed by pets, children and other people.'}","{'0': 'Q. Can I take a higher than the recommended dose of this medicine?', '1': 'No, taking a higher than the recommended dose of Doxic 10mg/10mg/2.5mg Tablet can cause increased side effects. If you are experiencing increased severity of nausea or vomiting, which is not relieved by the recommended doses, please consult your doctor for re-evaluation.'}","{'0': 'Q. Can the use of Doxic 10mg/10mg/2.5mg Tablet cause drowsiness or sleepiness?', '1': 'Yes, one of the common side effects of Doxic 10mg/10mg/2.5mg Tablet is drowsiness. Do not drive, operate heavy machinery or engage in other activities that need your full attention. Do not drink alcohol or take any medicines that may depress the central nervous system like cough and cold medicines, certain pain medicines, and medicines that help you sleep, while you are taking Doxic 10mg/10mg/2.5mg Tablet. Severe drowsiness can happen or it can become worse and cause falls or accidents.'}","{'0': 'Q. Can the use of Doxic 10mg/10mg/2.5mg Tablet cause dry mouth?', '1': 'Yes, the use of Doxic 10mg/10mg/2.5mg Tablet can cause dry mouth. If you experience dry mouth, drink plenty of water. Take regular sips during the day and keep some water by your bed at night. Try to avoid foods that are acidic (like lemons), spicy and salty.'}","{'0': 'Q. Can a pregnant woman take Doxic 10mg/10mg/2.5mg Tablet?', '1': 'Yes, it is safe to take Doxic 10mg/10mg/2.5mg Tablet in pregnant women. In fact, this medicine is used to treat nausea and vomiting in pregnant women. It is mainly recommended to those women whose symptoms have not improved after changing their diet or using other non-medicine treatments.'}",,,,,,,,,,
"{'0': 'Q. My child has a persistent cough along with allergic symptoms. Can I give cough and allergy medicine together?', '1': 'No. Do not mix cough and allergy medicines because they usually both contain similar ingredients. This may result in double dosing of the active ingredients, thereby causing serious side effects. '}","{'0': 'Q. Can I decrease the dose of Dalvo-M Syrup by myself if my child starts to feel better?', '1': 'No, adhere to the dose as prescribed by your child’s doctor. Do not increase or decrease the dose by yourself as it can impact your child’s health. While increasing the dose may cause unwanted effects like sedation and depression, decreasing the dose or stopping it suddenly can result in rebound reversal of all symptoms.'}","{'0': 'Q. How should Dalvo-M Syrup be stored?', '1': 'Dalvo-M Syrup should be stored at room temperature in a dry place, away from direct heat and light. Also, keep all medicines out of the reach and sight of children to avoid any accidental intake.'}","{'0': 'Q. Can Dalvo-M Syrup make my child sleepy?', '1': 'Dalvo-M Syrup causes mild drowsiness which can make your child sleepy. However, never give this medicine to your child to induce sleep. Forced sleep could mask any underlying sleep disorder like insomnia.'}","{'0': 'Q. My child is an athlete and has to participate in a sports event in the next two days. Can I start the course of Dalvo-M Syrup?', '1': 'No, don’t start Dalvo-M Syrup without speaking to your child’s doctor. Moreover, Dalvo-M Syrup can hamper your child’s performance as it may cause mild sedation, dizziness, and sleepiness. So, it’s best to reach out to the doctor first.'}","{'0': 'Q. Can I stop the medicine by myself?', '1': 'No, all symptoms may reappear on sudden withdrawal of Dalvo-M Syrup usually if taken for a long-term. It is advised to stop this medicine gradually under the guidance of your child’s doctor.'}","{'0': 'Q. My child is suffering from a mood disorder. Is it safe to give Dalvo-M Syrup to my child?', '1': 'Some studies show that Dalvo-M Syrup can cause mood disorders, hallucinations, depression, anxiety, suicidal thoughts, shakiness, and trouble controlling body movements. Therefore, consult your child’s doctor before giving any medicine to your child.'}","{'0': 'Q. Can I use Dalvo-M Syrup for treating acute asthma attacks in my child?', '1': 'Dalvo-M Syrup should only be used to prevent asthma attacks. It should not be used to stop an attack that has already started. Use your child’s reliever medicine to help with an attack that has already started.'}",,,,,,,
"{'0': 'Q. What are the instructions for storage and disposal of Disocef O 200mg/200mg Tablet?', '1': 'Keep this medicine in the container or the pack it came in, tightly closed. Store it according to the instructions mentioned on the pack or label. Dispose of the unused medicine. Make sure it is not consumed by pets, children and other people.'}","{'0': 'Q. Can I stop taking Disocef O 200mg/200mg Tablet when I feel better?', '1': 'No, do not stop taking Disocef O 200mg/200mg Tablet and complete the full course of treatment even if you feel better. Your symptoms may improve before the infection is completely cured.'}","{'0': 'Q. What if I miss my dose?', '1': ""Take Disocef O 200mg/200mg Tablet as soon as you remember it. However, do not take it if it's almost time for your next dose. Also, do not take an extra dose to make up for your missed dose.""}","{'0': 'Q. Can the use of Disocef O 200mg/200mg Tablet cause diarrhea?', '1': 'Yes, the use of Disocef O 200mg/200mg Tablet can cause diarrhea. It is an antibiotic which kills the harmful bacteria. However, it also affects the helpful bacteria in your stomach or intestine and causes diarrhea. If you are experiencing severe diarrhea, talk to your doctor about it.'}","{'0': ""Q. What if I don't get better after using Disocef O 200mg/200mg Tablet?"", '1': ""Inform your doctor if you don't feel better after finishing the full course of treatment. Also, inform him if your symptoms are getting worse while using this medicine.""}","{'0': 'Q. Does the use of Disocef O 200mg/200mg Tablet help treat Urinary tract infections (UTIs)?', '1': 'The use of Disocef O 200mg/200mg Tablet is advised in the treatment of Urinary tract infections (UTIs).'}","{'0': 'Q. What are the treatment options of UTI and how to prevent it?', '1': 'Take your antibiotics exactly as prescribed and never skip doses. It will help cure the infection faster. Change personal hygiene habits and urinate before and after sexual activity. Drink plenty of water to help clear the bacteria from your body and always try to fully empty your bladder when you pee.'}","{'0': 'Q.  Can I drive while I am taking Disocef O 200mg/200mg Tablet?', '1': 'No, taking Disocef O 200mg/200mg Tablet may make you feel sleepy, dizzy or could affect your eyesight. So, do not drive or use machines until you know how this medicine affects you.'}",,,,,,,
"{'0': 'Q. What is Domeco 1500 Injection?', '1': 'Domeco 1500 Injection is a form of vitamin B12. Vitamin B12 is an essential nutrient which is required by the body to make red blood cells and maintain a healthy nervous system. It is also important for releasing energy from food and using vitamin B11 (folic acid).'}","{'0': 'Q. Why can’t I get sufficient vitamin B12 in my diet?', '1': 'You can get vitamin B12 from sources like meat, fish, eggs and dairy products. While people who are vegetarian or vegan may not get Vitamin B12 as it is not found naturally in foods such as fruits, vegetables and grains. Therefore, deficiency of Vitamin B12 is usually noticed in vegetarians or vegans.'}","{'0': 'Q. What happens if I have vitamin B12 deficiency?', '1': 'Deficiency of vitamin B12 may cause tiredness, weakness, constipation, loss of appetite, weight loss and megaloblastic anemia (a condition when red blood cells become larger than normal). It may also lead to nerve problems such as numbness and tingling in the hands and feet. Other symptoms of vitamin B12 deficiency may include problems with balance, depression, confusion, dementia, poor memory and soreness of the mouth or tongue.'}","{'0': 'Q. Is Domeco 1500 Injection safe?', '1': 'Domeco 1500 Injection is generally well tolerated and considered safe. However, in some cases, rare side effects may be observed such as nausea, diarrhea, anorexia and rash. Discontinue taking this medicine immediately if a rash occurs.'}","{'0': 'Q. How should Domeco 1500 Injection be given?', '1': 'Domeco 1500 Injection can be injected directly into a vein (intravenously) or into a muscle (intramuscularly). The usual dose is 1 ampoule (0.5 mg of Domeco 1500 Injection) and is given 3 times a week. After 2 months, 1 ampoule (0.5 mg of Domeco 1500 Injection) is given every one to three months as a part of maintenance therapy.'}","{'0': 'Q. What precautions need to be taken while administering Domeco 1500 Injection?', '1': 'Avoid taking the injections at the same site every time. If there is intense pain while injecting or if the blood flows back into the syringe, take out the needle and re-insert at a different site.'}",,,,,,,,,
"{'0': 'Q. Is it better to take Duke Soft Gelatin Capsule at night or in the morning?', '1': 'You can take Duke Soft Gelatin Capsule at any time of the day, morning, or night. However, there is limited information available about the best time to take Duke Soft Gelatin Capsule. Take it exactly as advised by your doctor.'}","{'0': 'Q. What are the benefits of taking Duke Soft Gelatin Capsule?', '1': 'Duke Soft Gelatin Capsule is important for maintaining bone health, support the health of the immune system, brain, and nervous system. It also regulates insulin levels and is also important for a healthy heart and blood vessels.'}","{'0': 'Q. How should Duke Soft Gelatin Capsule be taken?', '1': 'Duke Soft Gelatin Capsule should be swallowed whole with water and should not be crushed or chewed. It is advised to take it with the main meal of the day to increase its absorption.'}","{'0': 'Q. Who should not take Duke Soft Gelatin Capsule?', '1': 'Duke Soft Gelatin Capsule should not be taken by patients who are allergic to cholecalciferol, patients with increased levels of calcium in the blood or if there is presence of calcium in the urine. Its use should be avoided by patients who have kidney stones or have severe kidney problems.'}","{'0': 'Q. What happens if I take too much Duke Soft Gelatin Capsule?', '1': 'Taking too much Duke Soft Gelatin Capsule for a long period of time may increase the levels of calcium in the blood (hypercalcemia). This may cause weakness, fatigue, vomiting, diarrhea, sluggishness, kidney stones, increased blood pressure, and growth retardation in children.'}","{'0': 'Q. How much Vitamin D should I take daily?', '1': 'The daily requirement of Vitamin D is 4000 IU/day. Since your diet may not be meeting the daily requirement of Vitamin D, therefore you may need 1000 - 3000 IU/day of supplements of Vitamin D. Duke Soft Gelatin Capsule is a form of vitamin D which is used as a supplement in patients with vitamin D deficiency.'}","{'0': 'Q. What happens if Vitamin D is low?', '1': 'Low levels of Vitamin D may cause rickets in children and osteomalacia in adults. Vitamin D deficiency may also increase the risk of diabetes mellitus 1, high blood pressure, depression, some cancers, and osteoporosis.'}",,,,,,,,
,,,,,,,,,,,,,,
"{'0': 'Q. What are the recommended storage conditions for Drmet G Drmet G2 Tablet SR?', '1': 'Keep this medicine in the container or the pack it came in, tightly closed. Store it according to the instructions mentioned on the pack or label. Dispose of the unused medicine. Make sure it is not consumed by pets, children, and other people.'}","{'0': 'Q. Can the use of Drmet G Drmet G2 Tablet SR lead to lactic acidosis?', '1': 'Yes, the use of Drmet G Drmet G2 Tablet SR can lead to lactic acidosis. It is a medical emergency that is caused by increased levels of lactic acid in the blood. It is also known as MALA (Metformin-associated lactic acidosis). It is a rare side effect associated with the use of metformin and therefore, it is considered to be harmful to patients with underlying kidney disease, old age patients, or who take large amounts of alcohol. Symptoms of lactic acidosis may include muscle pain or weakness, dizziness, tiredness, feeling of cold in arms and legs, difficulty in breathing, nausea, vomiting, stomach pain, or slow heart rate. If you have these symptoms, stop taking Drmet G Drmet G2 Tablet SR and consult your doctor immediately.'}","{'0': 'Q. What is Drmet G Drmet G2 Tablet SR?', '1': 'Drmet G Drmet G2 Tablet SR is a combination of two medicines: Glimepiride and Metformin. This medicine is used in the treatment of type 2 diabetes mellitus (DM). It improves blood glucose levels in adults when taken along with proper diet and regular exercise. Glimepiride lowers blood glucose levels by increasing the release of insulin from the pancreas. Metformin works by lowering the glucose production in the liver and improving insulin sensitivity. This combination is not indicated for the treatment of type 1 DM.'}","{'0': 'Q. What are the possible side effects of Drmet G Drmet G2 Tablet SR?', '1': 'The use of Drmet G Drmet G2 Tablet SR is associated with common side effects like hypoglycemia (low blood sugar level), altered taste, nausea, stomach pain, diarrhea, headache, and upper respiratory tract infection. Its use can also lead to serious but rare side effects like lactic acidosis. In long-term use, it can also lead to Vitamin B12 deficiency.'}","{'0': 'Q. Can the use of Drmet G Drmet G2 Tablet SR lead to Vitamin B12 deficiency?', '1': 'Yes, the use of Drmet G Drmet G2 Tablet SR can cause Vitamin B12 deficiency with long-term use. It interferes with the absorption of Vitamin B12 in the stomach. If untreated, it may cause anemia and nerve problems and the patient can experience tingling sensation and numbness in hands and feet, weakness, urinary problems, change in mental status, and difficulty in maintaining balance (ataxia). To avoid such problems, some researchers suggest an intake of Vitamin B12 from outside sources at least once every year.'}","{'0': 'Q. Can the use of Drmet G Drmet G2 Tablet SR cause hypoglycemia?', '1': 'Yes, the use of Drmet G Drmet G2 Tablet SR can cause hypoglycemia (low blood sugar level). Symptoms of hypoglycemia include nausea, headache, irritability, hunger, sweating, dizziness, fast heart rate, and feeling anxious or shaky. It happens more often if you miss or delay your food, drink alcohol, over-exercise, or take other antidiabetic medicine along with it. So, regular monitoring of the blood sugar level is important. Always keep a quick source of sugar like glucose tablets, honey, or fruit juice with you.'}","{'0': 'Q. Is it safe to take alcohol while I am also taking Drmet G Drmet G2 Tablet SR?', '1': 'No, it is not safe to take Drmet G Drmet G2 Tablet SR along with alcohol, as it may lower your blood sugar levels and lead to hypoglycemia. It can also increase the chances of lactic acidosis.'}",,,,,,,,
,,,,,,,,,,,,,,
